submission_id,QUD,RT,age,comments,education,endTime,experiment_id,gender,id,languages,option1,option2,option3,option4,option5,optionLeft,optionRight,question,response,s1,s2,s3,s4,s5,startDate,startTime,text1,text2,timeSpent,trial_name,trial_number
2731,NA,NA,21,,Graduated High School,1629577298686,281,female,NA,English,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+4,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sat Aug 21 2021 21:21:05 GMT+0100 (British Summer Time),1629577265874,NA,NA,0.5468666666666666,rating_choice,1
2731,NA,NA,21,,Graduated High School,1629577298686,281,female,5,English,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+2,NA,NA,NA,NA,NA,Sat Aug 21 2021 21:21:05 GMT+0100 (British Summer Time),1629577265874, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to let the robber go. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to report the robber.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.5468666666666666,moral_dilemma_2A,1
2731,NA,NA,21,,Graduated High School,1629577298686,281,female,s1,English,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sat Aug 21 2021 21:21:05 GMT+0100 (British Summer Time),1629577265874,NA,NA,0.5468666666666666,understanding_choice,1
2731,,4168,21,,Graduated High School,1629577298686,281,female,NA,English,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,1,NA,NA,NA,NA,NA,Sat Aug 21 2021 21:21:05 GMT+0100 (British Summer Time),1629577265874,NA,NA,0.5468666666666666,emotions_fake,1
2730,NA,NA,20,,Graduated High School,1629577189750,281,divers,s3,English,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Vaccine against Covid-19,NA,NA,NA,NA,NA,Sun Aug 22 2021 08:18:53 GMT+1200 (New Zealand Standard Time),1629577133683,NA,NA,0.93445,sentence_customized,1
2730,NA,NA,20,,Graduated High School,1629577189750,281,divers,NA,English,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+5,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sun Aug 22 2021 08:18:53 GMT+1200 (New Zealand Standard Time),1629577133683,NA,NA,0.93445,rating_choice,1
2730,NA,NA,20,,Graduated High School,1629577189750,281,divers,5,English,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+2,NA,NA,NA,NA,NA,Sun Aug 22 2021 08:18:53 GMT+1200 (New Zealand Standard Time),1629577133683, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to report the robber. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.93445,moral_dilemma_2A,1
2730,NA,NA,20,,Graduated High School,1629577189750,281,divers,s1,English,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sun Aug 22 2021 08:18:53 GMT+1200 (New Zealand Standard Time),1629577133683,NA,NA,0.93445,understanding_choice,1
2730,,6914,20,,Graduated High School,1629577189750,281,divers,NA,English,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,2,NA,NA,NA,NA,NA,Sun Aug 22 2021 08:18:53 GMT+1200 (New Zealand Standard Time),1629577133683,NA,NA,0.93445,emotions_fake,1
2729,NA,NA,23,,Graduated High School,1629576751413,281,female,s5,German/Turkish,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Political Orientation,NA,NA,NA,NA,NA,Sat Aug 21 2021 22:11:56 GMT+0200 (Mitteleuropäische Sommerzeit),1629576716096,NA,NA,0.5886166666666667,sentence_customized,1
2729,NA,NA,23,,Graduated High School,1629576751413,281,female,NA,German/Turkish,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+4,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sat Aug 21 2021 22:11:56 GMT+0200 (Mitteleuropäische Sommerzeit),1629576716096,NA,NA,0.5886166666666667,rating_choice,1
2729,NA,NA,23,,Graduated High School,1629576751413,281,female,6,German/Turkish,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Sat Aug 21 2021 22:11:56 GMT+0200 (Mitteleuropäische Sommerzeit),1629576716096, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to let the robber go. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to report the robber.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.5886166666666667,moral_dilemma_2A,1
2729,NA,NA,23,,Graduated High School,1629576751413,281,female,s1,German/Turkish,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sat Aug 21 2021 22:11:56 GMT+0200 (Mitteleuropäische Sommerzeit),1629576716096,NA,NA,0.5886166666666667,understanding_choice,1
2729,,3530,23,,Graduated High School,1629576751413,281,female,NA,German/Turkish,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,1,NA,NA,NA,NA,NA,Sat Aug 21 2021 22:11:56 GMT+0200 (Mitteleuropäische Sommerzeit),1629576716096,NA,NA,0.5886166666666667,emotions_fake,1
2727,NA,NA,,test,,1629576486130,281,,s4,,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Abortion,NA,NA,NA,NA,NA,Sat Aug 21 2021 22:07:53 GMT+0200 (Mitteleuropäische Sommerzeit),1629576473099,NA,NA,0.21718333333333334,sentence_customized,1
2727,NA,NA,,test,,1629576486130,281,,NA,,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,-3,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sat Aug 21 2021 22:07:53 GMT+0200 (Mitteleuropäische Sommerzeit),1629576473099,NA,NA,0.21718333333333334,rating_choice,1
2727,NA,NA,,test,,1629576486130,281,,6,,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Sat Aug 21 2021 22:07:53 GMT+0200 (Mitteleuropäische Sommerzeit),1629576473099, <br/><br/>Approximately 60% of the other participants who agree with you on your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.21718333333333334,moral_dilemma_2A,1
2727,NA,NA,,test,,1629576486130,281,,s2,,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.","Due to a computer error, participants were not allocated equally to imagine performing the different actions.",NA,NA,NA,NA,NA,Sat Aug 21 2021 22:07:53 GMT+0200 (Mitteleuropäische Sommerzeit),1629576473099,NA,NA,0.21718333333333334,understanding_choice,1
2727,,1008,,test,,1629576486130,281,,NA,,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,6,NA,NA,NA,NA,NA,Sat Aug 21 2021 22:07:53 GMT+0200 (Mitteleuropäische Sommerzeit),1629576473099,NA,NA,0.21718333333333334,emotions_fake,1
